,Unnamed: 0,Enumerator Name,Geo_location,District,well_type,sw_bk_well_no,bk_dw_no,well_no_sw_bardiya,well_no_dw_bardiya,measurement_point_cm,Measurement_of_tape_ent_point_MP_in_m,wet_point_measruement_on_tape,gw_level,Notes,today,Audio_Notes,well_no,Month,S.No.,Well No.,Location,Longitude,Latitude,district
116,107,yogendra,"[28.1060812, 81.5971233]",Banke,sw,,bk-sw-25_1,,,35,3.9,0.5,3.05,,2021-03-01,,bk-sw-25_1,Mar,25,NISP-INV-STW/8 ,Kajurakurda,81.5971551,28.1060386,Banke
117,129,yogendra,"[28.1060287, 81.5971035]",Banke,sw,,bk-sw-25_1,,,35,4.1,0.5,3.25,,2021-04-03,,bk-sw-25_1,Apr,25,NISP-INV-STW/8 ,Kajurakurda,81.5971551,28.1060386,Banke
118,168,yogendra,"[28.1060556, 81.5971341]",Banke,sw,,bk-sw-25_1,,,35,4.3,0.5,3.45,,2021-04-26,,bk-sw-25_1,Apr,25,NISP-INV-STW/8 ,Kajurakurda,81.5971551,28.1060386,Banke
119,216,yogendra,"[28.1060616, 81.5971125]",Banke,sw,,bk-sw-25_1,,,35,4.25,0.5,3.4,,2021-05-31,,bk-sw-25_1,May,25,NISP-INV-STW/8 ,Kajurakurda,81.5971551,28.1060386,Banke
120,266,yogendra,"[28.1060674, 81.5971464]",Banke,sw,,bk-sw-25_1,,,35,3.7,0.5,2.85,,2021-06-28,,bk-sw-25_1,Jun,25,NISP-INV-STW/8 ,Kajurakurda,81.5971551,28.1060386,Banke
121,24,yogendra,"[28.1465454, 81.5519862]",Banke,sw,,bk-sw-18_1,,,27,5.0,2.05,2.68,,2021-01-27,,bk-sw-18_1,Jan,18,1-045/46(BK)18 ,Kalhansgaon,81.5519862,28.1465454,Banke
122,102,yogendra,"[28.1465538, 81.5519786]",Banke,sw,,bk-sw-18_1,,,27,5.0,1.6,3.13,,2021-03-01,,bk-sw-18_1,Mar,18,1-045/46(BK)18 ,Kalhansgaon,81.5519862,28.1465454,Banke
123,131,yogendra,"[28.1465581, 81.5519536]",Banke,sw,,bk-sw-18_1,,,27,5.0,1.08,3.65,,2021-04-03,,bk-sw-18_1,Apr,18,1-045/46(BK)18 ,Kalhansgaon,81.5519862,28.1465454,Banke
124,170,yogendra,"[28.146524, 81.5519813]",Banke,sw,,bk-sw-18_1,,,27,6.0,1.7,4.03,,2021-04-26,,bk-sw-18_1,Apr,18,1-045/46(BK)18 ,Kalhansgaon,81.5519862,28.1465454,Banke
125,218,yogendra,"[28.146539, 81.5520658]",Banke,sw,,bk-sw-18_1,,,27,6.0,2.0,3.73,,2021-05-31,,bk-sw-18_1,May,18,1-045/46(BK)18 ,Kalhansgaon,81.5519862,28.1465454,Banke
126,268,yogendra,"[28.1465206, 81.5520268]",Banke,sw,,bk-sw-18_1,,,27,5.0,2.2,2.53,,2021-06-28,,bk-sw-18_1,Jun,18,1-045/46(BK)18 ,Kalhansgaon,81.5519862,28.1465454,Banke
127,26,yogendra,"[28.1920455, 81.5747481]",Banke,sw,,bk-sw-05_1,,,29,5.0,1.75,2.96,,2021-01-27,,bk-sw-05_1,Jan,5,1-045/46(BK)5 ,Thapawa,81.5747481,28.1920455,Banke
128,104,yogendra,"[28.1921073, 81.5747382]",Banke,sw,,bk-sw-05_1,,,29,5.0,1.7,3.01,,2021-02-28,,bk-sw-05_1,Feb,5,1-045/46(BK)5 ,Thapawa,81.5747481,28.1920455,Banke
129,125,yogendra,"[28.1920742, 81.5747772]",Banke,sw,,bk-sw-05_1,,,29,5.0,1.6,3.11,,2021-04-02,,bk-sw-05_1,Apr,5,1-045/46(BK)5 ,Thapawa,81.5747481,28.1920455,Banke
130,182,yogendra,"[28.192094, 81.5747806]",Banke,sw,,bk-sw-05_1,,,29,5.0,1.55,3.16,,2021-05-04,,bk-sw-05_1,May,5,1-045/46(BK)5 ,Thapawa,81.5747481,28.1920455,Banke
131,231,yogendra,"[28.192112, 81.5747878]",Banke,sw,,bk-sw-05_1,,,29,5.0,1.6,3.11,,2021-06-05,,bk-sw-05_1,Jun,5,1-045/46(BK)5 ,Thapawa,81.5747481,28.1920455,Banke
132,271,yogendra,"[28.1920662, 81.574819]",Banke,sw,,bk-sw-05_1,,,29,5.0,1.7,3.01,,2021-06-29,,bk-sw-05_1,Jun,5,1-045/46(BK)5 ,Thapawa,81.5747481,28.1920455,Banke
133,27,yogendra,"[28.2576903, 81.6361819]",Banke,sw,,bk-sw-02,1611745033117..amr,dimage,15,0.0,0.0,-0.15,,2021-01-27,,bk-sw-02,Jan,2,1-045/46(BK)2 ,Jabdhawa,81.6361819,28.2576903,Banke
134,28,yogendra,"[28.2064949, 81.6307264]",Banke,sw,,bk-sw-03,,,40,8.0,1.5,6.1,,2021-01-27,,bk-sw-03,Jan,3,1-045/46(BK)3 ,Banktuwa,81.6307264,28.2064949,Banke
135,103,yogendra,"[28.206544, 81.6307359]",Banke,sw,,bk-sw-03,,,40,9.0,2.3,6.3,,2021-02-28,,bk-sw-03,Feb,3,1-045/46(BK)3 ,Banktuwa,81.6307264,28.2064949,Banke
136,124,yogendra,"[28.206532, 81.6306905]",Banke,sw,,bk-sw-03,,,40,9.0,1.75,6.85,,2021-04-02,,bk-sw-03,Apr,3,1-045/46(BK)3 ,Banktuwa,81.6307264,28.2064949,Banke
137,181,yogendra,"[28.206479, 81.6307385]",Banke,sw,,bk-sw-03,,,40,9.0,1.25,7.35,,2021-05-04,,bk-sw-03,May,3,1-045/46(BK)3 ,Banktuwa,81.6307264,28.2064949,Banke
138,230,yogendra,"[28.2064948, 81.6307426]",Banke,sw,,bk-sw-03,,,40,9.0,1.4,7.2,,2021-06-05,,bk-sw-03,Jun,3,1-045/46(BK)3 ,Banktuwa,81.6307264,28.2064949,Banke
139,270,yogendra,"[28.2065304, 81.6307361]",Banke,sw,,bk-sw-03,,,40,10.0,2.7,6.9,,2021-06-29,,bk-sw-03,Jun,3,1-045/46(BK)3 ,Banktuwa,81.6307264,28.2064949,Banke
140,37,yogendra,"[28.1873921, 81.6300983]",Banke,sw,,bk-sw-04,,,65,5.0,2.65,1.7,,2021-02-01,,bk-sw-04,Feb,4,1-045/46(BK)4 ,Channawa,81.6300983,28.1873921,Banke
141,105,yogendra,"[28.1873729, 81.630073]",Banke,sw,,bk-sw-04,,,65,5.0,2.52,1.83,,2021-02-28,,bk-sw-04,Feb,4,1-045/46(BK)4 ,Channawa,81.6300983,28.1873921,Banke
142,126,yogendra,"[28.1873992, 81.6299874]",Banke,sw,,bk-sw-04,,,65,5.0,2.07,2.28,,2021-04-02,,bk-sw-04,Apr,4,1-045/46(BK)4 ,Channawa,81.6300983,28.1873921,Banke
143,183,yogendra,"[28.1873611, 81.6300829]",Banke,sw,,bk-sw-04,,,65,5.0,1.67,2.68,,2021-05-04,,bk-sw-04,May,4,1-045/46(BK)4 ,Channawa,81.6300983,28.1873921,Banke
144,232,yogendra,"[28.1873063, 81.6300652]",Banke,sw,,bk-sw-04,,,65,5.0,2.44,1.91,,2021-06-05,,bk-sw-04,Jun,4,1-045/46(BK)4 ,Channawa,81.6300983,28.1873921,Banke
145,272,yogendra,"[28.1873244, 81.6301051]",Banke,sw,,bk-sw-04,,,65,5.0,3.85,0.5,,2021-06-29,,bk-sw-04,Jun,4,1-045/46(BK)4 ,Channawa,81.6300983,28.1873921,Banke
146,41,yogendra,"[28.13181, 81.6588146]",Banke,sw,,bk-sw-06_1,,,45,5.0,2.8,1.75,,2021-02-03,,bk-sw-06_1,Feb,6,1-045/46(BK)6 ,Piprahwa,81.6588146,28.13181,Banke
147,98,yogendra,"[28.1318094, 81.6588648]",Banke,sw,,bk-sw-06_1,,,45,5.0,2.65,1.9,,2021-02-25,,bk-sw-06_1,Feb,6,1-045/46(BK)6 ,Piprahwa,81.6588146,28.13181,Banke
148,132,yogendra,"[28.1317973, 81.6588377]",Banke,sw,,bk-sw-06_1,,,45,5.0,2.26,2.29,,2021-04-04,,bk-sw-06_1,Apr,6,1-045/46(BK)6 ,Piprahwa,81.6588146,28.13181,Banke
149,179,yogendra,"[28.1317866, 81.6587726]",Banke,sw,,bk-sw-06_1,,,45,5.0,1.96,2.59,,2021-05-04,,bk-sw-06_1,May,6,1-045/46(BK)6 ,Piprahwa,81.6588146,28.13181,Banke
150,228,yogendra,"[28.1317499, 81.6588235]",Banke,sw,,bk-sw-06_1,,,45,5.0,2.85,1.7,,2021-06-05,,bk-sw-06_1,Jun,6,1-045/46(BK)6 ,Piprahwa,81.6588146,28.13181,Banke
151,273,yogendra,"[28.1317725, 81.6588471]",Banke,sw,,bk-sw-06_1,,,45,5.0,4.28,0.27,,2021-06-29,,bk-sw-06_1,Jun,6,1-045/46(BK)6 ,Piprahwa,81.6588146,28.13181,Banke
