,serial number,Well number,well_no,longitude,latitude,location,Well type,remarks,year,month,value
213,18,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2005,Jan,2.33
214,19,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2005,Jan,3.32
215,20,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,Flowing,2005,Jan,NA
216,21,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2005,Jan,2.7
217,22,22-045/46(B/K)22,bk-sw-22_1,586000,3105200,Kanchanpur,Shallow well,Damaged,2005,Jan,NA
218,23,23-045/46(B/K)23,bk-sw-23_1,582500,3104200,Binauna,Shallow well,NA,2005,Jan,NA
219,24,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2005,Jan,2.96
220,25,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2005,Jan,2.08
221,26,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2005,Jan,2.4
222,27,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2005,Jan,1.6
223,28,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2005,Jan,11.28
224,29,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2005,Jan,11.6
225,30,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2005,Jan,11.53
226,31,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2005,Jan,12.01
227,32,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2005,Jan,2.88
571,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2005,Feb,4.7
572,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,Damaged,2005,Feb,NA
573,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2005,Feb,2.55
574,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2005,Feb,0.76
575,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2005,Feb,2.26
576,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2005,Feb,3.4
577,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,Damaged,2005,Feb,NA
578,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2005,Feb,5.54
579,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2005,Feb,3.1
580,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2005,Feb,3
581,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2005,Feb,4.7
582,12,12-045/46(B/K)12,bk-sw-12_1,575250,3198880,Bahartha,Shallow well,NA,2005,Feb,NA
583,13,13-045/46(B/K)13,bk-sw-13_1,577700,3198880,Materiya,Shallow well,Damaged,2005,Feb,NA
584,14,14-045/46(B/K)14,bk-sw-14_1,582700,3090250,Narayanpur,Shallow well,NA,2005,Feb,NA
585,15,15-045/46(B/K)15,bk-sw-15_1,574200,3119750,Majharaitiya,Shallow well,NA,2005,Feb,NA
586,16,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2005,Feb,5.45
587,17,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2005,Feb,2.7
588,18,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2005,Feb,2.08
589,19,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2005,Feb,4.02
590,20,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,Flowing,2005,Feb,NA
591,21,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2005,Feb,2.6
592,22,22-045/46(B/K)22,bk-sw-22_1,586000,3105200,Kanchanpur,Shallow well,Damaged,2005,Feb,NA
593,23,23-045/46(B/K)23,bk-sw-23_1,582500,3104200,Binauna,Shallow well,NA,2005,Feb,NA
594,24,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2005,Feb,2.56
595,25,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2005,Feb,NA
596,26,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2005,Feb,2.3
597,27,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2005,Feb,1.55
598,28,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2005,Feb,9.83
599,29,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2005,Feb,10.85
600,30,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2005,Feb,10.38
601,31,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2005,Feb,10.01
602,32,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2005,Feb,2.88
946,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2005,Mar,4.9
947,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,Damaged,2005,Mar,NA
948,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2005,Mar,2.75
949,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2005,Mar,0.96
950,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2005,Mar,2.46
951,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2005,Mar,3.6
952,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,Damaged,2005,Mar,NA
953,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2005,Mar,5.59
954,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2005,Mar,3.3
955,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2005,Mar,3.2
956,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2005,Mar,4.95
957,12,12-045/46(B/K)12,bk-sw-12_1,575250,3198880,Bahartha,Shallow well,NA,2005,Mar,NA
958,13,13-045/46(B/K)13,bk-sw-13_1,577700,3198880,Materiya,Shallow well,Damaged,2005,Mar,NA
959,14,14-045/46(B/K)14,bk-sw-14_1,582700,3090250,Narayanpur,Shallow well,NA,2005,Mar,NA
960,15,15-045/46(B/K)15,bk-sw-15_1,574200,3119750,Majharaitiya,Shallow well,NA,2005,Mar,NA
961,16,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2005,Mar,5.5
962,17,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2005,Mar,2.95
963,18,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2005,Mar,2.28
964,19,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2005,Mar,4.17
965,20,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,Flowing,2005,Mar,NA
966,21,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2005,Mar,3.65
967,22,22-045/46(B/K)22,bk-sw-22_1,586000,3105200,Kanchanpur,Shallow well,Damaged,2005,Mar,NA
968,23,23-045/46(B/K)23,bk-sw-23_1,582500,3104200,Binauna,Shallow well,NA,2005,Mar,NA
969,24,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2005,Mar,3.3
970,25,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2005,Mar,NA
971,26,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2005,Mar,2.75
972,27,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2005,Mar,3.1
973,28,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2005,Mar,11.13
974,29,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2005,Mar,12.35
975,30,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2005,Mar,10.68
976,31,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2005,Mar,12.01
977,32,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2005,Mar,3.08
1321,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2005,Apr,5.05
1322,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,Damaged,2005,Apr,NA
1323,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2005,Apr,3.1
1324,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2005,Apr,1.66
1325,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2005,Apr,2.96
1326,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2005,Apr,4
1327,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,Damaged,2005,Apr,NA
1328,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2005,Apr,5.74
1329,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2005,Apr,4.05
1330,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2005,Apr,3.5
1331,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2005,Apr,5.05
1332,12,12-045/46(B/K)12,bk-sw-12_1,575250,3198880,Bahartha,Shallow well,NA,2005,Apr,NA
1333,13,13-045/46(B/K)13,bk-sw-13_1,577700,3198880,Materiya,Shallow well,Damaged,2005,Apr,NA
1334,14,14-045/46(B/K)14,bk-sw-14_1,582700,3090250,Narayanpur,Shallow well,NA,2005,Apr,NA
1335,15,15-045/46(B/K)15,bk-sw-15_1,574200,3119750,Majharaitiya,Shallow well,NA,2005,Apr,NA
1336,16,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2005,Apr,5.7
1337,17,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2005,Apr,3.7
1338,18,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2005,Apr,3.53
1339,19,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2005,Apr,4.37
1340,20,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,Flowing,2005,Apr,NA
1341,21,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2005,Apr,3.3
1342,22,22-045/46(B/K)22,bk-sw-22_1,586000,3105200,Kanchanpur,Shallow well,Damaged,2005,Apr,NA
1343,23,23-045/46(B/K)23,bk-sw-23_1,582500,3104200,Binauna,Shallow well,NA,2005,Apr,NA
1344,24,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2005,Apr,3.56
1345,25,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2005,Apr,2.73
1346,26,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2005,Apr,2.9
1347,27,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2005,Apr,2.2
1348,28,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2005,Apr,12.33
1349,29,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2005,Apr,11.65
1350,30,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2005,Apr,10.98
1351,31,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2005,Apr,10.21
1352,32,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2005,Apr,4.03
1696,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2005,May,5.35
1697,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,Damaged,2005,May,NA
1698,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2005,May,3.3
1699,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2005,May,1.96
1700,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2005,May,3.26
1701,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2005,May,4.2
1702,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,Damaged,2005,May,NA
1703,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2005,May,5.89
1704,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2005,May,4.25
1705,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2005,May,3.7
1706,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2005,May,5.3
1707,12,12-045/46(B/K)12,bk-sw-12_1,575250,3198880,Bahartha,Shallow well,NA,2005,May,NA
1708,13,13-045/46(B/K)13,bk-sw-13_1,577700,3198880,Materiya,Shallow well,Damaged,2005,May,NA
1709,14,14-045/46(B/K)14,bk-sw-14_1,582700,3090250,Narayanpur,Shallow well,NA,2005,May,NA
1710,15,15-045/46(B/K)15,bk-sw-15_1,574200,3119750,Majharaitiya,Shallow well,NA,2005,May,NA
1711,16,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2005,May,5.85
1712,17,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2005,May,3.95
1713,18,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2005,May,3.88
1714,19,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2005,May,4.57
1715,20,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,Flowing,2005,May,NA
1716,21,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2005,May,3.5
1717,22,22-045/46(B/K)22,bk-sw-22_1,586000,3105200,Kanchanpur,Shallow well,Damaged,2005,May,NA
1718,23,23-045/46(B/K)23,bk-sw-23_1,582500,3104200,Binauna,Shallow well,NA,2005,May,NA
1719,24,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2005,May,3.91
1720,25,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2005,May,2.93
1721,26,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2005,May,3.3
1722,27,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2005,May,2.5
1723,28,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2005,May,12.23
1724,29,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2005,May,11.35
1725,30,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2005,May,10.88
1726,31,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2005,May,10.01
1727,32,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2005,May,4.28
2071,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2005,Jun,5.55
2072,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,Damaged,2005,Jun,NA
2073,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2005,Jun,3.45
2074,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2005,Jun,2.16
2075,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2005,Jun,3.46
2076,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2005,Jun,4.6
2077,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,Damaged,2005,Jun,NA
2078,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2005,Jun,6.09
2079,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2005,Jun,4.45
2080,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2005,Jun,3.9
2081,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2005,Jun,5.5
2082,12,12-045/46(B/K)12,bk-sw-12_1,575250,3198880,Bahartha,Shallow well,NA,2005,Jun,NA
2083,13,13-045/46(B/K)13,bk-sw-13_1,577700,3198880,Materiya,Shallow well,Damaged,2005,Jun,NA
2084,14,14-045/46(B/K)14,bk-sw-14_1,582700,3090250,Narayanpur,Shallow well,NA,2005,Jun,NA
2085,15,15-045/46(B/K)15,bk-sw-15_1,574200,3119750,Majharaitiya,Shallow well,NA,2005,Jun,NA
2086,16,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2005,Jun,6.1
2087,17,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2005,Jun,4
2088,18,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2005,Jun,3.98
2089,19,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2005,Jun,4.87
2090,20,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,Flowing,2005,Jun,NA
2091,21,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2005,Jun,3.95
2092,22,22-045/46(B/K)22,bk-sw-22_1,586000,3105200,Kanchanpur,Shallow well,Damaged,2005,Jun,NA
2093,23,23-045/46(B/K)23,bk-sw-23_1,582500,3104200,Binauna,Shallow well,NA,2005,Jun,NA
2094,24,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2005,Jun,4.26
2095,25,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2005,Jun,3.13
2096,26,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2005,Jun,3.25
2097,27,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2005,Jun,2.35
2098,28,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2005,Jun,12.33
2099,29,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2005,Jun,12.35
2100,30,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2005,Jun,12.18
2101,31,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2005,Jun,10.81
2102,32,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2005,Jun,4.43
2446,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2005,Jul,5.15
2447,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,Damaged,2005,Jul,NA
2448,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2005,Jul,3.2
2449,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2005,Jul,2.15
2450,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2005,Jul,3.1
2451,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2005,Jul,2.55
2452,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,Damaged,2005,Jul,NA
2453,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2005,Jul,5.3
2454,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2005,Jul,2.6
2455,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2005,Jul,2.55
2456,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2005,Jul,3.3
2457,12,12-045/46(B/K)12,bk-sw-12_1,575250,3198880,Bahartha,Shallow well,NA,2005,Jul,NA
2458,13,13-045/46(B/K)13,bk-sw-13_1,577700,3198880,Materiya,Shallow well,Damaged,2005,Jul,NA
2459,14,14-045/46(B/K)14,bk-sw-14_1,582700,3090250,Narayanpur,Shallow well,NA,2005,Jul,NA
2460,15,15-045/46(B/K)15,bk-sw-15_1,574200,3119750,Majharaitiya,Shallow well,NA,2005,Jul,NA
2461,16,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2005,Jul,4.85
2462,17,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2005,Jul,3.25
2463,18,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2005,Jul,3.3
2464,19,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2005,Jul,4.25
2465,20,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,Flowing,2005,Jul,NA
2466,21,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2005,Jul,3.35
2467,22,22-045/46(B/K)22,bk-sw-22_1,586000,3105200,Kanchanpur,Shallow well,Damaged,2005,Jul,NA
2468,23,23-045/46(B/K)23,bk-sw-23_1,582500,3104200,Binauna,Shallow well,NA,2005,Jul,NA
2469,24,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2005,Jul,2.5
2470,25,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2005,Jul,3.25
2471,26,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2005,Jul,3.15
2472,27,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2005,Jul,3.2
2473,28,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2005,Jul,11.53
2474,29,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2005,Jul,11.35
2475,30,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2005,Jul,11.03
2476,31,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2005,Jul,11.16
2477,32,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2005,Jul,3.63
2821,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2005,Aug,4.45
2822,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,Damaged,2005,Aug,NA
2823,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2005,Aug,2.35
2824,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2005,Aug,1.21
2825,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2005,Aug,2.31
2826,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2005,Aug,2.15
2827,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,Damaged,2005,Aug,NA
2828,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2005,Aug,3.74
2829,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2005,Aug,2.05
2830,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2005,Aug,1.85
2831,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2005,Aug,2.65
2832,12,12-045/46(B/K)12,bk-sw-12_1,575250,3198880,Bahartha,Shallow well,NA,2005,Aug,NA
2833,13,13-045/46(B/K)13,bk-sw-13_1,577700,3198880,Materiya,Shallow well,Damaged,2005,Aug,NA
2834,14,14-045/46(B/K)14,bk-sw-14_1,582700,3090250,Narayanpur,Shallow well,NA,2005,Aug,NA
2835,15,15-045/46(B/K)15,bk-sw-15_1,574200,3119750,Majharaitiya,Shallow well,NA,2005,Aug,NA
2836,16,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2005,Aug,4.05
2837,17,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2005,Aug,2.35
2838,18,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2005,Aug,2.28
2839,19,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2005,Aug,3.07
2840,20,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,Flowing,2005,Aug,NA
2841,21,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2005,Aug,2.3
2842,22,22-045/46(B/K)22,bk-sw-22_1,586000,3105200,Kanchanpur,Shallow well,Damaged,2005,Aug,NA
2843,23,23-045/46(B/K)23,bk-sw-23_1,582500,3104200,Binauna,Shallow well,NA,2005,Aug,NA
2844,24,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2005,Aug,1.56
2845,25,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2005,Aug,1.78
2846,26,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2005,Aug,2.2
2847,27,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2005,Aug,1.1
2848,28,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2005,Aug,11.13
2849,29,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2005,Aug,11.5
2850,30,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2005,Aug,11.08
2851,31,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2005,Aug,10.01
2852,32,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2005,Aug,2.08
