"Plot Title: 20976219"
"#","Date Time, GMT+05:45","Abs Pres, kPa (LGR S/N: 20976219, SEN S/N: 20976219)","Temp, °C (LGR S/N: 20976219, SEN S/N: 20976219)","Water Level, meters (LGR S/N: 20976219)","Coupler Detached (LGR S/N: 20976219)","Coupler Attached (LGR S/N: 20976219)","Host Connected (LGR S/N: 20976219)","End Of File (LGR S/N: 20976219)"
1,02/09/21 05:00:00 PM,139.970,25.222,-2.560,Logged,,,
2,02/10/21 05:00:00 AM,140.005,25.222,-2.556,,,,
3,02/10/21 05:00:00 PM,139.969,25.125,-2.560,,,,
4,02/11/21 05:00:00 AM,140.005,25.125,-2.556,,,,
5,02/11/21 05:00:00 PM,139.366,25.125,-2.622,,,,
6,02/12/21 05:00:00 AM,139.898,25.125,-2.567,,,,
7,02/12/21 02:33:58 PM,,,,,Logged,,
8,02/12/21 02:34:10 PM,,,,,,Logged,Logged
